synthetic_profile_benchmark files_observed=5473804389 phases=100 elapsed_s=1970.039 files_per_second=2778526.176 logical_size_bytes=7548229507007918 small_files=3970514982 large_files=1503289407
phase index=65 name=phase_65 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=66 name=phase_66 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=67 name=phase_67 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=68 name=phase_68 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=69 name=phase_69 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=70 name=phase_70 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=71 name=phase_71 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=72 name=phase_72 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=73 name=phase_73 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=74 name=phase_74 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=75 name=phase_75 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=76 name=phase_76 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=77 name=phase_77 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=78 name=phase_78 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=79 name=phase_79 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=80 name=phase_80 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=81 name=phase_81 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=82 name=phase_82 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=83 name=phase_83 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=84 name=phase_84 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=85 name=phase_85 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=86 name=phase_86 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=87 name=phase_87 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=88 name=phase_88 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=89 name=phase_89 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=90 name=phase_90 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=91 name=phase_91 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=92 name=phase_92 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=93 name=phase_93 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=94 name=phase_94 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=95 name=phase_95 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=96 name=phase_96 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=97 name=phase_97 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=98 name=phase_98 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
phase index=99 name=phase_99 files=0 small=0 large=0 small_ratio=0.000 logical_size_bytes=0 avg_filename_len=0.000 avg_depth=0.000 size_buckets=<=0:0/0,<=4096:0/0,<=16384:0/0,<=65536:0/0,<=131072:0/0,<=1048576:0/0,<=16777216:0/0,<=134217728:0/0,<=1073741824:0/0,<=inf:0/0
nfs_profile source=nfs://172.27.255.18-33/volumes/e27faf8c-36a5-4571-8324-4c38a5dce0a5 folders_observed=93280540 failed_folders=0 meta_reader_threads=96 metadata_async_depth=256 readdirplus_page_bytes=262144 stats_interval_seconds=10 recursive=true
